S1_Joy,S2_Joy
2.22447,3.705121
2.221912,3.783445
2.062751,3.775059
2.1701740000000003,3.709418
2.088161,3.250486
2.249618,2.551558
2.261512,2.105116
2.310922,1.89959
2.349025,1.8003330000000002
2.321461,2.768748
2.425219,2.753428
2.395296,2.767099
2.43284,2.6550290000000003
2.427362,2.796334
2.353047,2.95081
2.306531,2.906234
2.289472,3.054856
2.578861,3.078168
2.606462,3.105059
2.676391,3.058692
2.858649,3.3659190000000003
2.585379,3.4695339999999995
2.447037,3.342482
2.486496,3.222143
2.423979,3.334537
2.927167,3.4590120000000004
2.83542,3.267926
2.720218,2.859848
2.736628,2.826118
2.731698,2.573676
2.791945,2.640498
2.823329,2.404289
2.831398,2.2884740000000003
2.789112,2.421516
2.768343,1.797548
2.815827,1.797941
2.817589,1.604317
2.857253,1.741886
2.814042,1.859495
2.686441,1.663861
2.719921,1.536528
2.729288,1.426756
2.759521,0.8625767
2.721895,0.1020535
2.690697,-0.7938312
2.766258,-1.088039
2.752712,-1.351024
2.660534,-0.852317
2.663568,0.1400573
2.750821,0.5235808
2.624346,0.3494314
2.663063,0.2970372000000001
2.727032,0.10900619999999997
2.650449,0.03755905
2.661254,-0.1094127
2.7672830000000004,-0.193207
2.740682,-0.2346914
2.728401,-0.2332629
2.697653,0.14811839999999998
2.595232,0.7022682
2.660666,0.4391895000000001
2.588443,0.7792255
2.654914,0.8518232
2.735013,0.3566574
2.762802,0.4632018
2.813639,0.9601081
2.815443,1.108178
2.860403,0.988391
2.870782,0.1092915
2.780088,-1.551892
2.818689,-2.340746
2.769448,-2.549984
2.823573,-1.13008
2.787101,-0.2159359
2.859802,0.05942104
2.851085,0.2351642
2.811559,0.675239
2.8108,0.26371690000000003
2.841489,0.9804465
2.849664,1.040393
2.873209,-0.9876489
2.879682,-2.248598
2.809854,-1.650769
2.812922,-0.2925633
2.854953,0.7515312
2.8825,0.9363831
2.846502,1.029316
2.878419,0.6152243000000001
2.795716,0.821941
2.836534,0.8906668
2.861286,0.3807734
2.900157,-0.2861889
2.995228,0.8645809000000001
2.959419,1.044134
2.844041,1.225816
2.758975,1.224931
2.759311,0.3283128
2.792021,-0.05844323
2.754507,0.0816205
2.918473,-0.08761181
2.999861,-0.15778029999999998
2.86412,0.4877362
2.973755,0.4269554
2.8618360000000003,0.4522813
2.835546,0.20357
2.940176,0.009976324
2.913287,0.5340695
2.996371,1.43936
2.940287,2.374333
2.952289,2.584025
2.905061,2.74225
2.827958,2.744157
2.495361,2.642673
2.442685,2.752148
2.399644,2.797677
2.573292,2.826105
2.821656,2.905132
2.915321,2.846578
2.895707,2.80125
2.948294,2.727955
2.901223,2.830426
2.864536,2.916268
2.89374,2.665252
2.939033,2.792989
2.926645,2.898032
3.001506,2.838979
2.959949,2.614901
2.948138,2.658247
2.861526,2.492368
2.906117,2.479935
2.934968,2.472631
2.9504900000000003,2.306034
2.927792,1.987978
2.922993,1.652928
3.019846,1.612479
3.062092,1.550166
3.016744,1.36226
3.061578,1.030448
2.931754,1.110744
2.9222810000000004,0.7225024999999999
2.942899,0.1745299
3.206568,-0.1547583
3.102551,-1.038056
3.2233810000000003,-1.7337349999999998
3.219364,-1.819863
3.050562,-1.229743
2.858416,-1.232062
2.8178650000000003,-0.5632957
2.9975810000000003,-0.8211277
3.062912,-0.4615148
3.054943,0.06826025
3.104269,0.19388010000000006
3.0135240000000003,0.4040799000000001
2.97743,0.528976
2.882818,0.9394763
2.865765,1.111799
2.8382810000000003,1.13193
2.73371,1.008266
2.737711,0.9699737
2.701732,0.8889524
2.754483,0.9120187
2.797426,0.8566501
2.752365,0.8799059000000001
2.822555,0.8056433000000001
2.815272,0.7768241
2.859605,0.7470708
2.921302,0.8798985
2.9537400000000003,0.6188204
2.917473,0.576501
2.966423,0.3601844
3.085991,0.3711726
2.910925,-0.3089158
3.012226,-0.4352059
3.055135,0.03580293
3.008185,0.4672818
3.012899,0.5094365
2.863084,0.4210357
2.753641,0.03817305
2.766341,0.2088347
2.68474,0.03624863
2.560452,0.09971973
2.372843,0.1457797
2.285855,0.3494138
2.324123,0.12610410000000002
2.422906,0.15901479999999998
2.398021,-0.5010676
2.501313,-0.8409042
2.538725,-2.195424
2.709182,-3.423254
2.737557,-4.295825
2.614864,-4.269174
2.536679,-3.726291
2.604926,-0.7912231
2.684446,-0.32395490000000005
2.699704,-0.03582425
2.670994,0.4655192
2.662909,0.6381458000000001
2.579726,0.6836644000000001
2.619354,0.4873846
2.33877,0.4832313
2.388571,0.5309706999999999
2.536477,0.6978508000000001
2.439664,0.5314198
2.436396,0.5849894
2.412112,0.7373043
2.5172220000000003,0.7829323
2.644385,0.5630662
2.853682,0.6214038000000001
3.038543,0.8576
2.993084,0.4793556
3.006352,0.2757697
3.0180580000000004,0.2119967
3.116732,0.1243343
2.874283,0.09634306
2.806178,-0.01358114
2.680755,0.06037094
2.613203,-0.09684042
2.8146150000000003,0.3592637
2.995646,0.2725278
3.090266,0.4725347
3.0802970000000003,0.3569026
3.073419,0.7778491999999999
2.863524,0.6517324000000001
2.881037,0.7058272
2.850878,0.8150138000000001
2.527333,0.2604605
2.2872790000000003,0.2328915
2.255019,-0.01452141
2.196116,-0.7122654
2.2848740000000003,-0.7113267
2.447515,-0.8532525
2.5533900000000003,-0.6024669
2.201934,-0.00684505
2.424179,0.2122726
1.993102,0.7901908000000001
1.920057,0.8791806999999999
1.852177,0.8362110999999999
1.807304,0.5801473
1.868386,0.9002344000000001
1.909052,0.4333465
1.870952,0.0169326
2.0114240000000003,-0.04541666
1.878624,0.0366088
1.943041,0.2247893
1.809924,0.2778143
1.702538,0.2957508
1.672461,0.3210995
1.879367,0.3745568
2.014725,-0.02865291
2.108075,0.12123889999999997
1.848718,0.4673957
2.0585,0.4441025
2.026268,0.02578303
1.938051,-0.02958368
1.943803,-0.002362345
1.919482,-0.2005639
1.911632,-0.4464323000000001
1.890959,-0.3458922
1.901028,-0.2741696
1.963788,3.1140949999999995e-05
1.876964,0.1991452
1.98613,0.1780254
1.821924,0.09610078
2.363383,0.05138587
2.292908,0.3543489
2.249277,0.7033332
2.348542,1.343011
2.3968990000000003,0.4843481
2.497646,0.4665038
2.508662,0.6340114
2.487684,0.6693981999999999
2.55662,1.118246
2.553898,1.35602
2.6133580000000003,1.7282380000000002
2.560254,2.001084
2.441134,2.2833360000000003
2.444594,2.228704
2.446196,2.454904
2.547951,2.187037
2.569386,2.16446
2.524149,2.023525
2.537601,2.133833
2.594063,2.085421
2.59652,1.913502
2.579056,2.028947
2.618347,1.454751
2.490519,1.492517
2.460007,1.656898
2.637629,1.553667
2.384932,1.564797
2.570297,1.418971
2.58328,1.389821
2.52376,1.743156
2.5822,1.835189
2.45477,1.922241
2.63898,1.905163
2.582842,2.18127
2.627301,2.249357
2.605839,2.05148
2.61897,2.094799
2.520462,1.994024
2.564901,2.117699
2.61411,2.026212
2.626503,1.936883
2.603694,1.75984
2.58347,1.693846
2.606877,1.674292
2.633446,1.262235
2.59194,1.24908
2.588028,1.281864
2.532116,0.793586
2.575555,0.7490464
2.634562,0.6441758000000001
2.609437,0.4494405
2.58406,0.01877613
2.558791,0.3708408
2.643279,-0.09196088
2.590373,0.01856403
2.556964,0.2247721
2.610012,0.6734033
2.540794,0.7620686
2.60753,1.1170950000000002
2.547345,1.814214
2.445736,2.511947
2.631301,2.704308
2.450603,2.973605
2.344692,3.086208
2.409422,2.076365
2.498446,0.1504603
2.430523,-0.5512583000000001
2.562279,-2.429446
2.541772,-3.426154
2.553433,-3.2970330000000003
2.552822,-2.118085
2.447101,-1.580598
2.557265,-0.45244
2.559739,-1.04486
2.4683650000000004,-0.2583198
2.448481,0.3400884
2.480372,0.3787046
2.458002,0.4427682
2.563997,0.3562655
2.478195,0.02828519
2.508988,-0.4903556
2.448825,-0.8223674999999999
2.523847,-0.660481
2.496713,-0.7160699
2.414161,-0.1313065
2.436156,-0.7526111999999999
2.500259,-0.666067
2.531558,-0.7500514
2.5359540000000003,-0.7810208000000001
2.408357,-0.1667914
2.227589,-0.4492821
2.009252,-0.8177653
2.281875,-0.9286816
2.183681,-1.245243
2.2476990000000003,-1.199925
2.293841,-0.915566
2.345858,-0.6366745
2.4031290000000003,0.08225748
2.491639,0.2700716
2.492727,0.5332661999999999
2.519511,0.7344516999999999
2.55046,0.6742145
2.492944,1.071708
2.443349,1.195356
2.52199,1.0653629999999998
2.560496,0.9412854
2.488871,1.095605
2.58528,1.171386
2.54571,1.116369
2.562563,1.138652
2.502423,1.362844
2.510239,1.077802
2.453125,0.9877182
2.502312,1.113503
2.420492,1.176097
2.480073,1.065333
2.5012220000000003,1.09144
2.404609,1.022633
2.402269,0.8963183000000001
2.358086,0.71486
2.355376,0.5200832999999999
2.32996,0.5481735
2.375607,0.4344567
2.367742,0.5381011
2.371501,0.6465207
2.329882,0.5879566999999999
2.3365,0.5245031
2.294643,0.6102960999999999
2.311217,0.4119549
2.3047880000000003,0.1726821
2.324587,0.3034658
2.361603,-0.09640208
2.216694,0.5302008
2.322464,0.26499340000000005
2.24925,0.04719919
2.205668,0.1090975
2.201897,0.3679001
2.236356,0.1930454
2.239228,0.4163600000000001
2.221622,0.4093309
2.225043,0.33199290000000004
2.250543,0.2489504
2.240936,-0.12153010000000003
2.311775,0.5558485
2.2052110000000003,1.056964
2.259276,0.6570303000000001
2.278937,0.4244061
2.267655,0.1836642
2.246902,0.04470804
2.314764,0.1020868
2.218582,0.26718390000000003
2.251925,-0.0397379
2.289024,-0.16114620000000002
2.259357,-0.2981256
2.200802,-0.3699256
2.214364,-0.4025162000000001
2.230436,0.05144808
2.306808,0.7783882
2.28351,0.7034406999999999
2.290148,0.1833402
2.096459,-0.08251561
2.012353,-0.3981109000000001
1.7973880000000002,-0.8649631
1.7226720000000002,-1.130741
1.921598,-1.419734
1.909169,-0.8764726999999999
1.912197,-0.2032017
1.936919,0.3776409
1.969348,0.4586982
1.924667,0.6102347
1.943139,0.4710351
2.052825,0.6544793000000001
2.026321,0.5514594
2.090423,0.4638524000000001
2.067965,0.09301623
2.113256,0.2851345
2.066447,0.576809
2.0480970000000003,0.9350416
2.107296,1.033762
2.177461,1.021645
2.081392,0.7661534999999999
2.04848,0.4620377000000001
1.998435,0.08568392
2.043683,0.2260443
1.945236,0.7126244
1.976009,0.8230190999999999
2.033882,0.7769578
2.018816,0.2596099
2.112761,0.485067
2.028968,0.005436592
1.98392,-0.5332720000000001
1.984006,-0.7656879
2.2678540000000003,-1.284791
2.271465,-1.285879
2.191052,-1.21758
2.086881,-1.085439
2.084517,-1.307327
2.083788,-1.325731
2.077878,-1.120644
2.081948,-0.9097984
2.077028,-1.037254
2.140947,-1.084875
2.105329,-0.4983809
2.033393,-0.412829
2.019307,-0.4888865
2.019313,-0.25026950000000003
2.10034,-0.5893662
1.953571,-0.241373
2.088362,-0.09398773
2.010383,-0.09751179
2.03835,0.344395
2.055852,0.30622140000000003
2.059012,0.5227923
2.0973330000000003,0.6601037
2.085342,0.5194888
2.128668,0.5653590999999999
2.171543,0.3848132
2.207797,0.2844492
2.234812,0.01457461
2.205671,0.1558942
2.241908,0.03762082
2.356909,-0.05095965
2.277174,-0.2786262
2.2528490000000003,0.07663684
2.190543,-0.2695273
2.143546,-0.3975544
2.119846,0.2478009
2.16622,0.1104156
2.209542,-0.1170862
2.249433,-0.2520857
2.273609,-0.02632048
2.407321,-0.151612
2.36601,-0.04783271
2.271833,-0.06978581
2.260036,-0.4184095000000001
2.2640740000000004,-0.3860677
2.229748,-0.3629733
2.236495,-0.5231307
2.217195,-0.5269573000000001
2.292393,-0.31044720000000003
2.379397,-0.2430801
2.321224,-0.3275743
2.46693,-0.6391818
2.259659,-0.5039079000000001
2.366726,-0.4933161
2.4185060000000003,-0.5850939000000001
2.428914,-0.2482387
2.422815,0.001088447
2.481553,-0.2976808
2.460894,-0.29401370000000004
2.462758,-0.2919054
2.339726,-0.4587031
2.38638,-0.2071492
2.356963,-0.5817150999999999
2.343205,-0.5481874
2.348663,-1.178296
2.385914,-2.655883
2.409216,-2.469354
2.388603,-2.002678
2.307054,-1.032131
2.362711,-0.81458
2.428782,-0.3936655
2.361093,-0.9459063
2.322315,-0.4221222
2.38448,-0.186152
2.34485,0.03738189
2.281324,0.1580059
2.057851,0.3208928
2.10141,0.2077806
2.300201,-0.3421994
2.176658,-0.542479
2.2391810000000003,-0.5158986
2.472536,-0.1275221
2.620235,0.09677786
2.702968,0.08599856
2.734246,0.3406882
2.851701,0.586697
2.78763,0.7456446999999999
3.026729,0.7592267
3.029911,0.7820661
3.065054,0.5968894
3.051864,0.7734395000000001
2.819593,0.9327008
2.947418,1.341093
2.8512880000000003,0.9770161
2.877894,1.028504
2.953495,1.307559
3.171801,1.355172
2.838858,1.477918
2.517842,1.391757
2.582525,1.444608
2.550005,1.196849
2.413685,1.34306
3.058539,0.9978662
2.601144,1.230828
2.630126,1.135602
2.72249,1.065598
2.853959,1.073992
2.727875,1.168695
2.809068,1.03235
2.6152040000000003,1.04228
2.673514,0.6999415
2.734444,0.965034
2.705216,1.109452
2.9656580000000003,1.035042
2.817223,0.7027296
2.336841,0.6412275
2.437295,0.6856356
2.492396,1.082898
2.316204,1.327127
2.156443,1.204322
2.234744,1.0607540000000002
2.126612,1.1437
2.184673,0.9773835
2.274193,1.180877
2.334267,0.4408675
2.273858,0.34483220000000003
2.281769,0.4852396
2.312508,0.5640339
2.32805,0.7524385
2.378613,0.6837649
2.529567,0.6214041
2.560607,0.7243921999999999
2.426989,0.6927494000000001
2.463106,0.7260361
2.545738,0.8771598
2.624853,0.9199244
2.249617,0.8634374
2.348722,0.8972659
2.274822,1.0822040000000002
2.297088,0.9125463
2.461908,1.004342
2.368958,1.117375
2.371521,0.8748745000000001
2.3830880000000003,1.105548
2.40306,1.016038
2.498821,0.7310224
2.462311,0.7216268
2.356155,0.8441625
2.325616,0.8971635
2.287354,0.6580766
2.315807,0.6223347
2.315885,-1.11388
2.385916,-1.055852
2.41568,-1.755605
2.278003,-1.893596
2.296563,-1.648511
2.261954,-1.087789
2.15997,-0.4815506
2.297324,-0.12116960000000003
2.237379,0.4731494000000001
2.314037,0.6384417
2.295413,0.958053
2.280071,0.9665584
2.299796,1.258228
2.389185,1.282783
2.310501,1.213603
2.296211,0.7157992
2.264771,0.6677398
2.214689,0.6525645
2.275107,0.6866063
2.250813,0.934663
2.2714060000000003,0.9904953
2.286674,1.064029
2.289771,1.274445
2.3010650000000004,1.169363
2.335203,1.136742
2.364116,1.067706
2.2151080000000003,1.108729
2.17184,0.9312664
2.287101,0.9316036
2.311161,0.8007976
2.348297,1.026735
2.294204,0.8820195
2.395912,0.738156
2.329885,0.6738585
2.349589,0.6867626
2.443498,0.5327791999999999
2.429072,0.4887116
2.431376,0.416271
2.503622,0.3282684
2.4999580000000003,0.4128514
2.509618,0.362937
2.580511,0.1995797
2.554469,-0.13515529999999998
2.520669,0.06494034
2.573906,-0.04968667
2.598922,0.12928230000000002
2.615907,-0.05126431
2.549189,-0.2360686
2.636262,-0.167025
2.549273,0.061438199999999984
2.525447,-0.284155
2.526611,-0.5868281999999999
2.592911,-0.07357127
2.57757,-0.08567643
2.626447,-0.001177157
2.579839,-0.2429685
2.671467,-0.1107119
2.647813,-0.2009214
2.616896,-0.2732343
2.600011,0.2497247
2.736947,-0.04512578
2.569743,0.2771856
2.683966,0.04907707
2.673739,0.0409599
2.637103,-0.1318905
2.697647,-0.1798106
2.570127,0.1210652
2.618882,-1.127016
2.6874860000000003,-1.136097
2.70297,-1.469103
2.839232,-1.510497
2.829401,-1.6484759999999998
2.794739,-1.999432
2.780339,-2.153465
2.847915,-1.996444
2.804946,-1.6849900000000002
2.841606,-1.7532880000000002
2.841686,-1.330266
2.872647,-1.194439
2.902529,-0.8798121999999999
2.877022,-0.7273866999999999
2.808975,-0.2899629
2.830027,-0.1677616
2.88168,0.4988407999999999
2.8919490000000003,0.7432340000000001
2.904984,1.00845
2.898061,1.020492
2.835703,0.9100527
2.851048,1.037195
2.847389,1.043917
3.066961,1.191117
3.033957,1.154853
3.146944,1.056303
3.044786,1.332939
3.04969,1.177139
3.019607,1.143726
3.025178,1.321753
3.129566,1.449615
3.06672,1.441226
3.047374,1.496999
3.05883,1.255641
3.083205,1.293327
3.059338,1.018748
3.060769,1.324233
3.042882,1.029965
3.105418,1.234998
3.073671,1.154074
3.08546,1.393725
3.0390200000000003,1.303019
3.0519580000000004,1.10938
3.023911,0.9806485
3.051593,1.109715
2.864058,1.1248790000000002
2.993995,1.21366
2.987223,1.065401
3.063708,1.173782
3.12585,1.218913
3.119486,1.206836
3.094685,1.192063
3.129951,0.7965474
3.114593,0.8660024
3.109717,0.8771535
3.094029,0.7060556
3.114166,0.8117420999999999
3.103582,0.7901423000000001
3.217739,0.6938668
3.363806,0.6348769000000001
3.256962,0.4615901
3.3059510000000003,0.4292293
3.364718,0.4670463
3.40971,0.5600936
3.365525,0.4346089
3.294462,0.3996846
3.3366550000000004,0.5242071
3.344865,0.5259908
3.35751,0.5344463
3.398772,0.5620106
3.463202,0.6465319
3.478019,0.4333001
3.800045,0.5240204
3.407741,0.2219188
3.700113,0.066899
3.758614,0.2692222
3.959339,0.3379863
4.099792,0.5806144
3.988295,0.982365
3.191021,1.056435
3.740957,1.39589
3.010583,1.863378
3.096891,1.300687
2.165891,1.271548
2.603978,1.709939
2.252821,1.6639080000000002
1.967629,1.381934
1.771065,2.306539
1.735718,1.795694
1.534204,1.547196
1.279392,1.5715370000000002
1.198413,1.417835
1.133776,1.940901
1.0247959999999998,2.3506150000000003
0.8371252,2.346653
0.9529517,2.348861
-0.332962,2.545066
0.181223,2.674544
0.6048079000000001,2.697658
,2.733712
,2.577495
-0.5192934,2.537138
,2.389389
,2.296753
,2.483072
,2.397434
,2.2192830000000003
,2.288376
,2.302856
,2.275798
,2.4732540000000003
,3.086215
,4.044904
,4.843215
,4.955164
,5.168435
,5.332185
,5.347331
,5.5057269999999985
,5.486717
,5.361611
0.6792179,5.5345900000000015
,5.79296
,5.468296
,5.288375
,5.057654
,4.895918
,4.925947
,4.748609
,4.486233
,4.456246
,4.631397
,4.3092690000000005
,4.297583
,4.118536
,3.912575
,3.944991
,3.4827510000000004
,3.027095
1.547208,3.267879
1.972488,3.007643
1.818717,3.348619
1.947559,3.208017
2.18373,2.824383
2.479352,2.799342
2.94495,2.601762
3.341574,2.820728
3.148761,2.785869
3.749135,2.87451
3.982553,2.8180560000000003
4.492124,2.86308
4.696913,2.636468
5.140791,2.733202
5.445794,2.734632
5.087611,2.515394
5.0838790000000005,2.633811
5.342018,2.47073
5.209736,2.386632
5.292999999999998,2.739122
5.366289,2.589029
5.364163,2.600655
5.204255,2.447034
5.308836,2.497251
5.1470080000000005,2.438846
4.957022,2.548004
5.135167,2.55995
5.060436,2.612889
5.042345,2.681509
5.127346,2.653536
5.029672,2.666114
5.119892,2.592623
5.142993,2.655492
5.332659,2.725964
5.157284,2.419713
5.1584970000000006,2.567885
5.038009,2.843404
5.092443,2.780611
5.040216,3.102472
5.131946,3.379668
5.270574,3.875101
5.200143,4.514239
5.134818,4.512911
5.062532,4.6231480000000005
5.12699,4.471695
4.949622,4.416503
5.126419,4.243487
4.836468,4.311474
5.086583,4.278096
5.106643,4.20086
4.888207,4.054219
5.0780980000000016,4.173302
4.860067,4.171016000000002
4.9270190000000005,4.204561
4.612914,4.522492
4.5452629999999985,4.06564
4.254527,4.241112
4.215999,4.451467
3.90905,3.834169
3.923235,3.987963
3.780777,3.791481
3.857841000000001,3.736755000000001
3.731251,3.370282
3.618808,3.890719
3.468195,3.720992
3.278263,3.572077
3.216888,3.417246
3.308863,3.770607
3.188236,3.764104
3.07486,3.260915
3.037772,3.655865
3.19153,3.481046
3.111187,3.661836
3.205299,3.804148000000001
3.228569,3.808968
3.185824,3.831716000000001
3.002462,3.847459
3.084021,3.6092
2.993426,3.739192
2.827335,3.550175
2.86948,3.42621
2.718137,3.41765
2.88774,3.330768
2.526054,2.975992
2.745759,3.212913
2.782367,3.189432
2.913102,2.963044
2.750956,2.815427
2.60977,2.769607
2.569983,2.500596
2.455017,2.743602
2.569204,2.713059
2.416672,2.485682
2.294059,2.408785
2.285204,2.294352
2.486376,2.322299
2.161638,2.373896
2.149743,2.149116
2.170468,2.162527
2.082651,1.941451
2.146189,2.082086
2.237575,2.077392
2.177283,2.170999
1.922438,1.931481
1.942791,1.979124
1.921792,1.806834
2.004969,1.768056
1.97502,1.7055080000000002
1.893712,1.740949
2.402046,1.90149
2.333718,2.1124080000000003
2.335375,1.798758
2.53438,1.799943
2.56253,1.926942
2.520087,1.720743
2.307276,1.7144
2.273295,1.732541
2.13199,1.972372
2.028152,1.321547
2.079638,1.329984
1.943145,1.703466
2.094026,1.373637
2.188972,1.402315
2.285102,1.082683
2.027792,1.475792
2.021487,1.134739
2.00031,1.150649
1.890254,0.9357375
1.862976,0.7689156
1.865307,0.8934003
1.867691,0.7973952
1.842209,1.114127
1.7748700000000002,0.7003735
1.958887,0.8781201
1.935112,0.9178269
