S1_Joy,S2_Joy
1.925561,1.031552
1.955448,0.9873654
1.798434,1.022115
2.084353,0.7462744
2.22721,0.5340007
2.0853900000000003,0.6125349
2.125041,0.8093354
2.140475,0.8520856
1.856692,0.8078324
2.145052,0.969685
1.818143,0.6536387
1.961189,0.7682084
1.54562,0.5739807
1.92368,0.3999096
1.851753,0.329334
1.771507,0.2673185
1.839125,0.5450053
1.500917,0.4419132000000001
1.484258,0.34317420000000004
1.177161,1.003124
1.138169,0.8386302999999999
1.169335,0.7092191999999999
1.16549,0.5326022
1.219694,0.7265836999999999
1.253498,0.8204197
1.116339,0.7373241
1.097346,0.5870795999999999
1.051385,0.9360525
1.095155,0.6441091
1.095912,0.7785236999999999
1.103651,0.6158304
1.0176379999999998,0.7114545
1.004527,0.91022
0.9425171999999998,0.8105005999999999
0.9679387,0.7803872
1.0038790000000002,0.8561251
1.024769,0.6957865
0.8586316999999999,0.5450556
0.8498139000000001,0.6297821
0.9558406,0.7692344
0.8967155000000001,0.9388811
0.9107033,0.9289358
0.8040026,1.183961
0.953871,1.297676
0.9417982,1.082739
0.9269136999999998,1.477301
0.9297822,1.261146
0.8313184000000001,1.199464
0.864135,0.9412798
0.7862446999999999,1.285365
0.6155823,1.092854
0.8328019,1.257999
0.7528593000000001,1.076768
0.6742140999999999,0.9309841
0.7378321,1.015769
0.8913439000000001,1.003595
0.6125036,0.7111455
0.7369281,1.103482
0.5927316999999999,1.135414
0.5447255,1.148096
0.5234404,0.9417722
0.4973445,0.9845268
0.6303806,1.149247
0.4960616,0.9606403
0.4441995,0.9191777
0.2968695,0.8729017
0.24622110000000005,0.8691155
0.2133246,0.8494915000000001
0.2511642,0.8864423
0.3643,0.8830524
,0.887186
,0.7951099
,0.6786671999999999
,0.6442401
,0.7113866
,0.5970679
,0.7410088
,0.5260035
,0.4860848
,0.8829370999999999
,0.6269188
,0.5102141
,0.5830561
,0.4987788
,0.34893070000000004
0.5550373000000001,0.4137833
0.5554349000000001,0.4192089
0.3624147,0.4254496
0.7143486,0.4719613
0.4721831,0.5802234000000001
0.5765994000000001,0.5483838000000001
0.7493386,0.5533203000000001
0.6882282,0.4955065
0.6685842,0.5709554
0.5668418000000001,0.4569167000000001
0.4518392,0.3828925
0.6471733000000001,0.4011692
0.8267728999999999,0.4366076
0.6993678000000001,0.5038262
0.5002733,0.5176055
0.3227176,0.6822411
0.1507116,0.5525529
0.3044595,0.6067439
0.4058411,0.3474715
0.6590121,0.4422499
0.5570138000000001,0.4492956
0.5314474,0.5274888000000001
0.8996215,0.5379301999999999
-0.5007703,0.6558350000000001
-0.152837,0.5658316999999999
0.4760094,0.5784385999999999
0.2346611,0.4967075
0.5557088000000001,0.5165518
0.6706135999999999,0.497988
1.086298,0.4507626
1.567128,0.4768004
1.743468,0.4906057
1.6658110000000002,0.3513668
1.44823,0.3724598
2.25527,0.4938085
2.991902,0.4051556
2.649416,0.4974576
2.899364,0.5224047
3.03935,0.4943334
3.183548,0.4104399
2.747106,0.5122524
2.809956,0.6355293000000001
2.241376,0.6609821
2.308774,0.7800385999999999
2.5209,0.6321074000000001
2.782089,0.4029524
2.9367810000000003,0.4494821
3.094067,0.5171834
3.516694,0.538407
3.465237,0.5422606
4.198714,0.5262778
3.360861,0.3978041
3.39925,0.35982790000000003
3.284321,0.4641308
2.927568,0.3808382
3.2242740000000003,0.3768968
2.928518,0.292264
2.654134,0.4887804
2.729319,0.545913
2.61266,0.5000730999999999
2.70076,0.4107248
2.686654,0.3622319000000001
2.878133,0.3255969
3.28318,0.2566409
3.13456,0.2699553
3.229563,0.379569
3.100474,0.3472042
3.0588330000000004,0.30463340000000005
3.067745,0.4211105
2.7125790000000003,0.2843495
2.506471,0.2704751
2.123899,0.3188345
1.90843,0.2873664
1.648514,0.455044
1.58156,0.5897599
1.474935,0.6846483
1.56462,0.5561719
1.459775,0.5938318
1.261629,0.35687709999999995
,0.4751942
,0.5689810000000001
,0.4419852
,0.314846
,0.3793208
,0.5604892
,0.4808751
,0.4009103
,0.3475991
,0.5763271
,0.6115751
,0.6917008000000001
0.3989076,0.7691137
1.7968080000000002,0.5515993
2.139004,0.5761036
2.289103,0.8056671999999999
2.042344,0.7507232
1.901045,0.7159998000000001
2.305756,0.8722965
2.592315,0.6191174
2.4996810000000003,1.098184
2.708432,1.001938
2.942655,0.8355401
3.021731,0.8221607
2.940042,0.9132479
2.928112,0.7967734000000001
2.989248,0.7343866
3.143438,0.7869768
3.11253,1.137276
3.326806,1.2401870000000002
3.057185,1.210306
2.985423,1.304372
3.3801589999999995,1.313691
3.457736,1.288684
3.618149,1.130093
3.639683,1.38564
3.169395,1.506057
3.250665,1.55326
3.126329,1.790011
2.973445,1.581482
3.049272,1.6430220000000002
2.865453,1.740788
3.283982,1.957218
3.2540310000000003,1.7112459999999998
3.179821,1.526897
2.804622,1.4662110000000002
2.607992,1.545422
2.578182,1.323245
2.312681,1.528413
2.038157,1.452283
2.084537,1.371634
1.706452,1.2412040000000002
1.92109,1.4757280000000002
2.001461,1.354737
1.945889,1.417365
1.737966,1.288031
1.521964,1.343943
1.133338,1.4244139999999998
1.071741,1.428224
1.0435290000000002,1.407549
1.259207,1.45095
1.328704,1.517449
1.282396,1.301852
1.166841,1.633658
1.031085,1.627318
1.141116,1.527736
1.103361,1.592149
1.14841,1.598572
1.086642,1.531161
1.200283,1.635452
1.19564,1.406568
1.357907,1.7927509999999998
1.389241,1.689507
1.222679,1.67389
1.145605,1.362885
0.9074419,1.26089
0.5508846,1.40048
0.6175858,1.16779
0.6293565,1.470248
0.6007428000000001,1.457424
1.101408,1.426261
0.7232696999999999,1.562031
0.8695236999999999,1.43542
0.8715736,1.443963
1.136809,1.449871
1.324979,1.481132
1.512264,1.543885
1.4774040000000002,1.564716
1.665225,1.553082
1.681907,1.5911030000000002
1.6815810000000002,1.44763
1.881727,1.4193440000000002
1.734605,1.569323
1.614555,1.3713030000000002
1.82313,1.323257
1.668741,1.265359
1.7376349999999998,1.355438
1.852584,1.308758
1.80352,0.9634688
1.920403,1.018273
1.767916,1.184052
1.883829,1.088547
1.925365,1.057141
1.674237,0.9948667
1.851633,0.9673377
1.731615,0.5934893
1.736705,1.00569
1.57506,0.9969317
1.673852,0.8204254000000001
1.652781,0.865188
1.642438,0.7821308000000001
1.4401469999999998,0.8864065999999999
1.424413,0.7714053000000001
1.46179,0.6193001
1.758489,0.7597125
0.7249247,0.7659159999999999
1.667995,0.367072
1.468386,0.4686954
1.513005,0.3444493
1.352754,0.4654023
1.364623,0.5343151999999999
1.290468,0.1954958
1.387165,0.5029998999999999
0.9774647,0.3768858
1.1585450000000002,0.2345916
1.33421,0.3571353
1.358931,0.2778036
1.220363,0.3851023
1.331825,0.4742542
1.193463,0.5504654999999999
1.155569,0.6400409
1.161902,0.6047659000000001
1.212408,0.6305001
1.181994,0.595653
1.252298,0.6226884
1.371492,0.6044928
1.318694,0.5360767
1.270073,0.7162859
1.516623,0.5939656
1.647375,0.4747362
1.27359,0.4788499
1.222649,0.5707181
1.563574,0.508059
1.6938669999999998,0.6423278
1.469863,0.5897526999999999
1.241445,0.7296286999999999
1.0627,0.3712173
1.2478360000000002,0.1342297
1.0941459999999998,0.07652925
1.031599,0.5160007999999999
1.072847,0.4281083
1.161081,0.4364005999999999
1.262813,0.4628521
1.482261,0.23448400000000005
1.488335,0.3814113
1.089142,0.3018608
1.222744,0.2594261
1.174103,0.22267870000000006
1.3649870000000002,0.2512194
1.14223,0.1347085
1.149493,0.2649261
1.275359,0.17233220000000002
1.347364,0.382871
1.484848,0.2940648
1.309479,0.34725700000000004
1.177227,0.5495425
1.395066,0.5463057
1.536047,0.6204734000000001
1.4299959999999998,0.554883
1.507225,0.704587
1.5156040000000002,0.4378398
1.344629,0.4293627
0.7180995,0.5904020000000001
1.49098,0.3870499
1.574102,0.7057064000000001
1.616199,0.5065702999999999
1.517123,0.5274475000000001
1.619757,-0.06503256
1.420712,0.5342493
1.217766,0.6564614000000001
0.9366222,0.6325195
1.468131,0.7595263000000001
1.650424,0.5518018
0.7796236,0.8109298
1.652149,0.6720161
1.857562,0.3807569000000001
1.865267,0.30695609999999995
1.536868,0.2335793
1.41514,0.1717197
1.358792,0.2852907
1.404209,0.3918432
1.504555,0.307337
1.366679,0.4602943000000001
1.3320299999999998,-0.008379276
1.47726,0.1889704
1.585247,-0.1942476
1.544941,-0.03478134
1.545449,0.08528659
1.7264259999999998,-0.02489862
1.647361,0.04857679
1.518858,0.06799493
1.39782,-0.09875523
1.639441,-0.032336000000000004
1.607742,-0.05271778
1.757681,-0.02046419
1.718077,0.01575286
1.028362,-0.03390104
1.460238,-0.14238689999999998
1.471796,-0.07903505
1.6968419999999995,-0.3463421
1.555932,-0.3621528
1.568934,-0.06132967
1.6185889999999998,-0.3471681
1.627508,-0.261806
1.616959,-0.4988544
1.846478,-0.4652981
1.831462,-0.5105624
1.610092,-0.4889251
1.723643,-0.5104402
1.683669,-0.4144026
1.70419,-0.4446998
1.535954,-0.5288457
1.649994,-0.3708113
1.760637,-0.497699
1.817175,-0.4733995
1.248538,-0.5838552
1.356398,-0.5764059
1.633559,-0.5231555
1.321748,-0.7141883000000001
1.174843,-0.7054434
1.208784,-0.5582767
1.057564,-0.6137795
1.0474629999999998,-0.7146566
1.130132,-0.3739049
1.059299,-0.5449109000000001
1.056797,-0.5286655
1.063508,-0.4281934
1.0080129999999998,-0.5045005
1.147154,-0.394349
0.7655042,-0.4569497
0.9793709,-0.30484770000000005
0.8040016,-0.3340489
0.7699993,-0.15800350000000002
0.9320723,-0.17556
0.7143579000000001,-0.5107387999999999
0.9334832,-0.15880070000000002
0.7634621,-0.4875014
0.8968623,-0.6058707
0.950671,-0.4550963
0.7903581000000001,-0.8858332
0.7343219,-0.7212564
0.6342844,-0.6977273
0.7074446,-0.8407324
0.09828097,-0.8198982
-0.08409651,-1.243801
0.7593383,-0.4195195
0.8601469,-0.7898086
1.155132,-0.8339421
1.347149,-0.8209313
1.2416969999999998,-0.4843665
1.527699,-0.5749424
1.5175530000000002,-0.3865696
1.309899,0.04521839
1.638175,-0.143273
1.567143,-0.006943114
1.569743,0.005947651
1.636559,0.14223239999999998
2.127441,0.02878413
2.127798,0.05787553
2.252298,-0.008562149
2.545674,-0.1742461
2.489916,
2.725329,-0.7535472
2.9055,-0.6497703
2.750441,-1.48035
2.706452,-1.179458
2.74236,-1.600004
2.773261,-1.594861
2.318043,-1.813521
2.525146,-1.577472
2.585067,-1.708464
2.90505,-1.1106120000000002
2.792697,-1.074059
2.818717,-0.7797614
2.66433,-1.0251709999999998
2.503392,-0.8992113000000002
2.661351,-0.7610176
2.768838,-0.656339
2.787923,-0.6975643
2.810671,-1.083075
2.860307,-0.7342983000000001
2.838003,-0.4708247999999999
3.041966,-0.9722354
3.18801,-0.5366531999999999
3.0860990000000004,-0.823341
2.789161,-1.028072
2.748317,-0.9406502
2.650252,-1.397215
2.56637,-1.4338959999999998
2.819207,-1.163419
2.951288,-1.673214
2.960798,-1.620396
3.084337,-1.112048
2.99235,-1.435641
2.796956,-0.8773548000000001
2.992825,-1.2315049999999998
2.521661,-2.145172
2.399218,-1.140034
2.794244,-1.764916
3.202468,-1.691857
2.72129,-1.632949
3.293077,-1.865347
3.215228,-1.424181
3.4240129999999995,-1.753227
2.963451,-1.970012
3.404984,-1.684553
3.494768,-1.553066
3.642679,-1.523855
3.699708,-1.6400689999999998
3.876023,-1.990401
4.124114,-1.223738
4.184059,-1.402615
3.890437,-1.495917
4.204279,-1.135877
4.113073,-1.180555
4.148342,-0.8929140999999999
4.605592,-0.5714001999999999
4.529284,-0.1509959
3.743727,-0.05972733
4.043597,0.2141612
4.098753,-0.3721092
4.387254,-1.873768
3.802657,-4.231439
3.763496,-5.628083
3.163347,-5.5825239999999985
3.911896,-6.8444720000000006
3.523092,-5.1134900000000005
3.536661,-2.44386
3.429102,-1.316284
3.5843769999999995,-0.9334734
3.4563,-0.8817309000000001
3.574851,0.211413
3.973909,0.6529458
4.181232,1.344877
4.666051,1.800699
4.900455,2.324534
5.010763,2.612789
5.303128,3.03631
2.576517,3.229427
2.040277,3.656409
4.935637,3.968826
2.069756,4.12864
2.277429,4.332757
4.208224,4.477371
3.826206,4.517118
3.786759,4.702925
3.743911,4.580421
3.687721,4.661884
3.689236,4.541362
3.697635,4.769487000000002
3.835016,4.853442
2.948383,4.860289
3.166233,5.057421
2.9069830000000003,5.068694
2.573097,4.93049
2.437523,5.312085
2.477794,5.219676
2.3596220000000003,5.755256
2.37215,5.761403
2.603116,5.935845
2.560092,5.968045
2.461016,6.020038
2.582318,5.96284
2.638673,5.979621
2.541578,5.627559
2.52862,5.134530000000002
2.154821,5.173548
2.209965,4.828646
2.2308630000000003,4.90302
2.370818,5.104947
2.469825,4.9349300000000005
2.467969,5.065449
2.414231,5.103031
2.22519,4.997557
2.08449,4.934703
2.160878,4.800144
2.216098,4.338013
2.193561,4.015651
2.257632,3.691896
2.161244,3.592378
2.2141900000000003,3.439036
2.344768,3.173623
2.342741,3.165503
2.089242,3.041903
2.272944,3.071733
2.4609810000000003,3.061415
2.5030900000000003,3.037231
2.257223,3.239262
2.12331,3.545193
2.60971,3.613468
2.59764,3.801104
2.399234,3.811199
2.243713,3.657175
2.487936,2.997375
2.619158,1.975173
2.496611,0.8249479999999999
2.414258,-0.3562022
2.43336,-1.154815
2.395927,-0.8781998
2.366789,-0.2959697
2.213502,-0.001346263
1.999566,-0.1535825
1.913139,0.03834913
1.790088,0.2062668
1.811547,0.8583791
1.941776,1.278888
2.005605,1.54958
2.268664,1.796187
2.150794,1.610606
2.121872,1.696409
2.225231,2.292093
2.168371,1.757418
2.139838,1.567998
2.233232,1.339071
2.070403,1.389602
2.086653,1.876346
1.922503,2.331737
1.913511,2.663843
1.991145,3.024622
1.931347,2.611975
1.982891,2.35556
2.128734,2.320882
2.209257,2.236991
2.344328,2.3070150000000003
2.233828,2.35938
2.525719,2.386935
2.647574,2.5243290000000003
2.650007,2.5352200000000003
2.616581,2.5624130000000003
2.768318,2.53155
2.9276310000000003,2.510095
2.8606,2.42216
3.083561,2.425786
3.121029,2.464705
2.899257,2.421761
3.030904,2.363315
2.941801,2.310845
2.82792,2.161011
2.955292,2.16758
2.927191,2.266624
2.961277,2.337148
3.0506330000000004,2.272409
2.98959,2.477294
2.923311,2.333111
2.883501,2.346454
3.088549,2.40678
3.024734,2.359449
2.924204,2.273478
2.79415,2.326075
2.814814,2.266514
2.931432,2.249827
2.7892650000000003,2.202538
2.752443,2.163235
2.7000610000000003,2.056787
2.56543,2.108096
2.667785,2.082294
2.7150950000000003,2.137542
2.838355,2.135387
2.618119,2.154231
2.572616,2.071928
2.342832,2.020039
1.828038,1.949565
1.414496,1.981035
1.336915,1.992955
1.212235,2.038292
1.326298,2.00222
1.4432459999999998,2.096198
1.7025169999999998,1.997796
1.865242,2.028662
2.098242,2.069812
2.34441,2.149109
2.478243,2.0036080000000003
2.450035,1.97643
2.368469,2.195703
2.293873,2.187368
2.031029,2.146618
1.976793,2.233454
2.038432,2.27177
2.237245,2.248667
2.157398,2.270506
2.258521,2.402997
2.42347,2.268948
2.565515,2.145571
3.097531,1.9255400000000005
3.00417,1.695343
3.519424,1.469768
3.87692,1.385786
3.3493410000000003,1.31747
3.204576,1.446991
3.471888,1.665275
3.670729,1.874061
3.544349,2.048301
3.564496,2.085735
3.654749,2.26546
3.302896,2.340746
3.5259120000000004,2.2198580000000003
3.410586,1.971188
3.445154,0.1509431
3.1413330000000004,-1.14306
3.053425,-2.223384
3.25035,-2.560687
3.177853,-2.778506
3.263027,-2.8897470000000003
3.102977,-2.429631
3.167202,-2.399893
3.2835330000000003,-1.921882
3.194026,-2.2908880000000003
3.1636900000000003,-3.493135
3.134526,-2.590089
3.113279,-1.785108
3.102016,-1.15056
3.141645,-0.7566469
3.225177,-0.4875231
3.323255,-0.457223
3.087726,0.2888414
3.135113,0.5603405
3.150625,0.7371406999999999
3.137067,0.8188696
2.916257,0.9061197
2.880773,0.8416565999999999
2.5274490000000003,0.7199607
2.671899,0.6735376999999999
2.829751,0.7823176
2.892175,1.31843
2.969447,1.66688
2.85185,1.68081
2.847346,1.658149
2.75065,1.466893
2.567198,1.220094
2.707004,0.5135035
2.706553,-0.06439042
2.638893,-0.4438346
2.5985270000000003,-1.295258
2.510675,-1.415665
2.501731,-0.1020686
2.474108,0.8457036
2.4164220000000003,0.8288506
2.442669,0.7366248000000001
2.446789,0.6226031999999999
2.56026,0.7891598000000001
2.5394240000000003,0.7338545
2.538136,1.094611
2.4676400000000003,0.7306647
2.637065,1.001929
2.478,0.8191069999999999
2.565118,1.042876
2.635415,0.9793372
2.697287,1.21955
2.487823,1.045829
2.602821,1.164734
2.505733,1.155286
2.59245,1.045755
2.779345,1.098102
2.750342,0.9797856
2.722246,0.9954742
2.777277,1.006612
2.7633520000000003,1.11237
2.649564,1.145926
2.600174,1.228155
2.344502,1.130931
2.286454,1.199188
2.486043,1.369582
2.650142,1.324501
2.683681,1.297597
2.65097,1.326073
2.522375,1.234756
2.598071,1.118623
2.579641,1.1324040000000002
2.5783080000000003,1.115001
2.552243,1.226419
2.4395290000000003,1.119891
2.456694,1.002016
2.61769,0.2351286
2.463218,-0.02780069
2.404685,-0.3961169000000001
2.331315,0.6020042
2.25387,1.0674709999999998
2.267884,1.120402
2.286724,1.109982
2.260733,1.026841
2.386879,1.178779
2.294303,1.6738369999999998
2.2358830000000003,1.6795509999999998
2.26995,1.739771
2.267059,1.669173
2.2594990000000004,1.737505
2.112345,1.6970610000000002
2.120129,1.815908
2.016548,1.926393
2.129756,2.078168
2.109521,2.09722
2.451221,2.337081
2.208854,2.136191
1.910527,1.229428
1.93756,-0.2911857
1.903148,-1.630497
1.85399,-1.741513
2.029604,-2.0391790000000003
2.04101,0.3503092
2.014321,0.9337196
2.023768,1.40697
2.045721,1.7583400000000002
2.115869,1.757782
2.0881,2.099975
2.159951,2.055858
2.137793,2.013815
2.076339,2.107958
2.044608,2.359808
2.032152,2.46263
2.170375,2.514777
2.07512,2.508138
2.126096,2.5221150000000003
2.170439,3.07399
2.18277,2.926529
2.167171,2.856944
2.222489,2.8365720000000003
2.219417,2.898922
2.292972,3.088037
2.244564,3.235775
2.144191,3.397718
2.142532,3.256214
2.073962,3.241029
2.202941,3.195596
2.160123,3.306078
2.040292,3.270822
2.080689,3.3150510000000004
1.945647,3.216063
2.023121,3.235557
2.12282,3.03518
2.231321,2.958679
2.357231,2.927623
2.393204,3.076577
2.364914,3.012681
2.495992,3.094489
2.504602,3.166857
2.615561,3.113866
2.550078,3.175591
2.644652,3.26756
2.641519,3.3565150000000004
2.557332,3.329587
2.567729,3.082885
2.5703080000000003,2.929732
2.502622,2.917192
2.512153,2.760384
2.32263,2.539879
2.488408,2.168876
2.134188,1.824492
2.295665,1.67422
2.43638,1.36441
2.553527,1.229902
2.712053,1.14543
2.794905,1.164361
2.861075,1.618972
2.941614,1.637943
3.055246,1.407602
3.118123,1.07926
3.17117,0.5433184
3.190042,0.800658
3.1138,0.7678176999999999
3.233563,1.376427
3.098865,1.663491
2.902083,1.7402259999999998
2.707392,1.847188
2.664637,1.932895
2.674109,1.763665
2.66203,2.084772
2.589552,2.426988
2.574047,3.379745
2.639202,3.620597
2.5899,3.895607
2.807312,3.501252
2.592473,3.240086
2.7001,3.025877
2.643615,2.757346
2.688889,2.568931
2.672519,2.191956
2.733311,2.321114
2.690373,2.159073
2.554611,1.944354
2.550347,1.898942
2.660387,1.707326
2.6643,1.886308
2.5880400000000003,1.632087
2.578557,1.281199
2.563162,0.9127765
2.544618,0.3831735
2.466042,0.7754134
2.434246,1.6669580000000002
2.484134,2.9547950000000003
2.384927,2.953759
2.408602,2.895235
2.302262,3.082345
2.32616,3.163248
2.319007,2.948942
2.255267,2.523952
2.16852,1.418344
2.143417,0.5728686
2.287519,-1.209584
2.348194,-1.6868900000000002
2.335534,-0.9889118
2.303056,0.4685592000000001
2.347829,1.1497879999999998
2.31355,1.798731
2.34245,1.783996
2.385165,1.6413939999999998
2.277858,1.4146450000000002
2.485435,1.356985
2.549968,1.471824
2.442127,1.741018
2.556507,2.346545
2.616228,2.683616
2.702327,2.664405
2.615319,1.7217630000000002
2.745822,1.03787
2.816426,1.055431
2.397169,0.7718889
2.617083,1.294736
2.657512,1.771251
2.556118,2.042006
2.614248,2.424429
2.687243,2.581262
2.474704,2.82076
2.5307880000000003,3.145691
2.597336,2.984883
2.545003,3.151624
2.565116,3.185221
2.6075630000000003,3.034428
2.467206,3.146217
2.456833,3.159105
2.4638,3.124772
2.502136,3.115904
2.453866,3.078115
2.4012580000000003,2.975953
2.429997,3.032621
2.303389,3.041311
2.288716,3.074403
2.583277,2.81237
2.563214,3.12495
2.372984,2.70845
2.360014,2.628776
2.355301,2.340569
2.476393,2.3275200000000003
2.41074,1.932853
2.495859,1.162333
2.440704,0.04962385
2.237124,-0.7730158
2.265535,-0.1691407
2.200185,-0.04879342
2.289891,0.4425658
2.309677,-0.5360239
2.304917,-2.378858
2.226401,-2.0722970000000003
2.1986220000000003,-0.6735791999999999
2.101458,1.006024
2.0834330000000003,1.405904
2.118952,1.954138
2.197178,1.977781
2.172646,1.359314
2.170998,-0.3238074
2.197312,-0.7777016
2.2815060000000003,-1.255896
2.304596,-1.519748
2.292284,-0.9111617
2.26978,0.08103789
2.062616,1.23264
2.050589,1.646038
2.043421,1.960121
2.004907,1.7411709999999998
2.100147,1.894919
2.066027,2.263098
2.1495330000000004,2.028983
1.990015,1.7186740000000005
1.992136,1.735539
2.005234,1.43305
1.993006,1.689932
2.132742,1.894644
2.080674,2.156745
2.117167,2.379648
2.068575,2.975857
1.930145,3.067569
1.931397,3.052007
1.988688,3.271774
1.894647,2.779255
1.921425,2.435449
1.853504,1.943859
2.044964,1.687675
1.867454,1.19268
1.810287,0.912407
1.7827419999999998,0.4458401
1.774046,-0.6742686999999999
1.7996720000000002,-0.08169248
1.823482,0.2195677
1.826969,0.1296869
1.91514,-0.1267068
2.036947,0.2320073
1.857476,0.9638731
1.798134,1.159918
1.882794,1.207627
1.880434,1.215369
1.85184,1.578832
1.825226,1.759275
1.8008509999999998,1.895567
1.817818,2.359757
1.761641,2.590951
1.843178,3.00192
1.717128,3.1323540000000003
1.7322529999999998,3.184829
1.6719419999999998,2.892547
1.649814,2.600468
1.663171,2.328241
1.693516,2.491938
1.775255,2.635256
1.718766,2.482089
1.784039,2.208637
1.6901240000000002,2.536309
1.73687,2.619972
1.803365,2.3217830000000004
1.733729,1.28637
1.674697,0.30302470000000004
1.573008,0.5111498
1.330909,1.379193
1.1688889999999998,2.384743
0.6170977,2.475413
0.4927089,2.562805
0.4307843,2.333657
0.2200719,2.390445
0.5211194,2.584411
0.5312813,2.5525290000000003
0.5810204999999999,2.783775
0.6052743,2.752752
0.516038,2.812387
0.35648459999999993,2.790613
0.4538918,3.110066
0.6610578,3.183558
1.425488,2.774821
2.029641,2.550685
2.17956,2.427151
2.386906,1.753047
2.723101,0.733817
2.631607,0.1877182
2.905517,-0.485127
2.715554,-1.211247
2.598627,-1.412434
2.371496,-1.873276
2.178735,-2.179811
1.802515,-2.210165
1.711526,-2.328471
1.723318,-2.339399
2.002048,-2.314992
2.523829,-2.421593
2.798825,-2.411494
2.838217,-2.3833990000000003
2.528881,-2.462037
2.598698,-3.199302
2.48506,-5.847868
2.785734,-8.102364999999999
2.943314,-9.334666
2.916782,-10.3462
2.853216,-4.008531
2.816514,-1.969569
2.701667,-1.257807
3.111681,-0.5035267
2.819787,0.1160547
2.8633330000000004,0.7859944000000001
2.861615,0.8800576999999999
3.154892,1.181773
2.753077,0.3174831
2.288664,0.2213385
2.631336,0.4747036
2.363176,0.7532928000000001
1.82633,0.8958465
1.666605,1.257201
1.777471,1.917592
1.938557,2.6042490000000003
1.954591,2.483902
1.786747,0.8395098
1.885478,-0.7394468000000001
1.741182,-2.784569
1.631141,-3.116947
1.902312,-0.8479376000000001
2.113005,0.4537702
1.819578,1.169802
2.066257,1.303226
2.122402,1.047809
2.224559,1.107615
2.736934,0.9991273
2.66819,1.147169
2.632774,1.240199
2.856001,1.547111
2.82689,1.862315
2.754138,1.885799
2.739286,1.74073
2.894318,1.884032
2.754989,2.133796
2.845304,2.041637
2.519954,1.421078
2.377414,1.23627
2.632844,0.9436368
2.718493,0.7231917
2.771031,0.6035669
2.720782,0.4939294
2.88031,0.2633007
2.8441110000000003,-0.09819464
2.903892,-0.2560096
2.939572,-0.9357166
2.934996,-0.9195568
2.850237,-0.7356775999999999
2.909898,-0.5132152
2.954186,-0.4759559
2.913046,-0.5647722
2.858058,-1.169163
2.94058,-1.656
2.799527,-1.7390830000000002
2.813998,-1.941794
2.754301,-1.851176
2.833374,-1.907482
2.869005,-1.421182
2.997497,-2.101938
2.831645,-2.757365
3.009186,-4.1141
2.95888,-1.174299
2.733351,0.07902155
2.769842,-0.04737486
2.672647,-1.309822
2.790551,-2.110119
2.813438,-2.848738
2.9009080000000003,-3.524006
2.886324,-3.462333
2.950505,-3.3517879999999995
2.923203,-2.275551
2.980759,-1.435502
3.003188,-0.7040703
2.772969,-0.1202205
2.747255,0.2609289
2.763573,0.6871839
2.96823,0.7937827
2.916895,1.295392
2.92834,1.180893
2.798671,0.6755024000000001
2.696944,0.4322307
2.778059,-0.3652808
2.839444,-1.268803
2.820365,-2.2972
2.736242,-2.60068
2.873334,-2.846694
2.8820240000000004,-2.23773
2.985049,-1.055742
2.767767,-0.1148707
2.773756,0.6207616
2.81397,0.5691486
2.808887,0.6303386999999999
2.870564,0.6249647
2.7127220000000003,0.6278260999999999
2.734865,0.6942965999999999
2.6957470000000003,0.7183085
2.811142,0.8264231
2.782573,0.7821776
2.745641,0.6641769000000001
2.718222,0.525011
2.637842,0.5922194000000001
2.6662630000000003,0.6131121999999999
2.672258,0.3997288
2.677592,0.08241449
2.663913,-0.3023915
2.66098,-0.5379564
2.670579,-0.5238255999999999
2.583101,-0.651309
2.552182,-0.6138743
2.560665,-0.4940345999999999
2.531924,-0.7418423000000001
2.391188,-0.9270972
2.221886,-0.9706178
2.259673,-1.207941
2.385585,-1.469928
2.227689,-2.117535
2.1096630000000003,-1.964107
2.097355,-2.071294
2.280601,-2.13135
2.124891,-2.155145
2.048609,-1.927159
2.160138,-2.018456
2.150519,-2.171908
2.124274,-2.435153
2.1826060000000003,-1.900831
2.207882,-2.128937
2.184447,-2.250335
2.206982,-2.10331
2.125988,-1.997998
2.093826,-2.025256
2.026353,-2.060588
1.92547,-2.23055
1.856657,-2.346835
1.7566080000000002,-2.959682
1.888496,-3.998461
2.023039,-4.842731
1.98999,-4.295654
1.922093,-2.596135
1.869951,-2.346216
1.848611,-2.428112
1.71681,-2.590411
1.638075,-2.345453
1.72795,-2.306776
1.588762,-2.19802
1.481377,-1.99548
1.604297,-1.477437
1.590914,-0.8863466
1.602344,-0.8128804000000001
1.523356,-0.6823887
1.460864,-0.9427311
1.525349,-1.0707209999999998
1.49789,-1.310309
1.680062,-1.9404740000000005
1.579866,-1.935952
1.388958,-1.987458
1.296094,-1.978134
1.208851,-2.332145
1.133331,-2.090837
1.35654,-1.127146
1.132597,-0.8042857
1.297532,-0.06466135
1.102366,0.161446
1.330791,0.3028227000000001
1.031066,0.4283126
1.131162,0.3905055
1.1137709999999998,0.4938373
1.01474,0.6113301
0.9293419,0.5047762
0.7477334,0.428127
0.9821434,0.2524827
0.98492,0.03807231
0.7994611999999999,-0.2859356
0.657402,-0.3785818
0.7389914000000001,-0.5008726
0.7689614,-0.6206195
0.5088678,-0.6785715999999999
0.6233643,-1.004246
0.8352116,-1.014795
0.6145791,-0.9982369
0.5603058000000001,-0.6313482
